

wavelength(nm), Y
1560.76, -19.3234
1560.76, -19.5093
1560.76, -19.6992
1560.75, -19.8935
1560.75, -20.0924
1560.75, -20.2961
1560.75, -20.5047
1560.75, -20.7186
1560.75, -20.938
1560.75, -21.1631
1560.75, -21.3944
1560.75, -21.6321
1560.74, -21.8766
1560.74, -22.1283
1560.74, -22.3876
1560.74, -22.655
1560.74, -22.931
1560.74, -23.2161
1560.74, -23.511
1560.74, -23.8164
1560.73, -24.133
1560.73, -24.4617
1560.73, -24.8034
1560.73, -25.1592
1560.73, -25.5303
1560.73, -25.918
1560.73, -26.324
1560.73, -26.7499
1560.73, -27.1978
1560.72, -27.6702
1560.72, -28.1698
1560.72, -28.6999
1560.72, -29.2645
1560.72, -29.8683
1560.72, -30.5171
1560.72, -31.2183
1560.72, -31.9807
1560.71, -32.8162
1560.71, -33.7399
1560.71, -34.7726
1560.71, -35.9429
1560.71, -37.2923
1560.71, -38.8836
1560.71, -40.8182
1560.71, -43.2703
1560.7, -46.5536
1560.7, -51.0331
1560.7, -53.5583
1560.7, -49.3234
1560.7, -45.2698
1560.7, -42.3281
1560.7, -40.0858
1560.7, -38.2876
1560.7, -36.7908
1560.69, -35.5105
1560.69, -34.3928
1560.69, -33.4013
1560.69, -32.5107
1560.69, -31.7026
1560.69, -30.9629
1560.69, -30.2811
1560.69, -29.6489
1560.68, -29.0594
1560.68, -28.5075
1560.68, -27.9885
1560.68, -27.4988
1560.68, -27.0353
1560.68, -26.5953
1560.68, -26.1766
1560.68, -25.7772
1560.67, -25.3954
1560.67, -25.0298
1560.67, -24.6791
1560.67, -24.342
1560.67, -24.0176
1560.67, -23.705
1560.67, -23.4033
1560.67, -23.1118
1560.67, -22.8299
1560.66, -22.557
1560.66, -22.2924
1560.66, -22.0358
1560.66, -21.7866
1560.66, -21.5445
1560.66, -21.309
1560.66, -21.0798
1560.66, -20.8567
1560.65, -20.6392
1560.65, -20.4271
1560.65, -20.2202
1560.65, -20.0182
1560.65, -19.8209
1560.65, -19.628
1560.65, -19.4395
1560.65, -19.255
1560.64, -19.0745
1560.64, -18.8978
1560.64, -18.7246
1560.64, -18.555
1560.64, -18.3887
1560.64, -18.2256
1560.64, -18.0657
1560.64, -17.9087
1560.64, -17.7546
1560.63, -17.6033
1560.63, -17.4547
1560.63, -17.3087
1560.63, -17.1652
1560.63, -17.0242
1560.63, -16.8855
1560.63, -16.749
1560.63, -16.6148
1560.62, -16.4828
1560.62, -16.3528
1560.62, -16.2248
1560.62, -16.0988
1560.62, -15.9747
1560.62, -15.8524
1560.62, -15.7319
1560.62, -15.6132
1560.62, -15.4962
1560.61, -15.3808
1560.61, -15.2671
1560.61, -15.1549
1560.61, -15.0443
1560.61, -14.9351
1560.61, -14.8274
1560.61, -14.7211
1560.61, -14.6162
1560.6, -14.5127
1560.6, -14.4105
1560.6, -14.3096
1560.6, -14.2099
1560.6, -14.1115
1560.6, -14.0142
1560.6, -13.9182
1560.6, -13.8233
1560.59, -13.7295
1560.59, -13.6368
1560.59, -13.5453
1560.59, -13.4547
1560.59, -13.3652
1560.59, -13.2767
1560.59, -13.1893
1560.59, -13.1027
1560.59, -13.0172
1560.58, -12.9326
1560.58, -12.8489
1560.58, -12.7661
1560.58, -12.6841
1560.58, -12.6031
1560.58, -12.5229
1560.58, -12.4435
1560.58, -12.365
1560.57, -12.2872
1560.57, -12.2103
1560.57, -12.1341
1560.57, -12.0587
1560.57, -11.9841
1560.57, -11.9101
1560.57, -11.8369
1560.57, -11.7645
1560.56, -11.6927
1560.56, -11.6216
1560.56, -11.5512
1560.56, -11.4815
1560.56, -11.4124
1560.56, -11.3439
1560.56, -11.2762
1560.56, -11.209
1560.56, -11.1424
1560.55, -11.0765
1560.55, -11.0111
1560.55, -10.9464
1560.55, -10.8822
1560.55, -10.8186
1560.55, -10.7556
1560.55, -10.6931
1560.55, -10.6312
1560.54, -10.5698
1560.54, -10.5089
1560.54, -10.4486
1560.54, -10.3888
1560.54, -10.3295
1560.54, -10.2707
1560.54, -10.2124
1560.54, -10.1546
1560.54, -10.0973
1560.53, -10.0404
1560.53, -9.98405
1560.53, -9.92814
1560.53, -9.8727
1560.53, -9.81771
1560.53, -9.76316
1560.53, -9.70906
1560.53, -9.6554
1560.52, -9.60216
1560.52, -9.54936
1560.52, -9.49697
1560.52, -9.44501
1560.52, -9.39345
1560.52, -9.3423
1560.52, -9.29156
1560.52, -9.24121
1560.51, -9.19125
1560.51, -9.14168
1560.51, -9.0925
1560.51, -9.04369
1560.51, -8.99526
1560.51, -8.9472
1560.51, -8.89951
1560.51, -8.85218
1560.51, -8.80521
1560.5, -8.75859
1560.5, -8.71233
1560.5, -8.66642
1560.5, -8.62084
1560.5, -8.57561
1560.5, -8.53072
1560.5, -8.48616
1560.5, -8.44193
1560.49, -8.39802
1560.49, -8.35444
1560.49, -8.31118
1560.49, -8.26824
1560.49, -8.22561
1560.49, -8.18329
1560.49, -8.14128
1560.49, -8.09958
1560.48, -8.05817
1560.48, -8.01707
1560.48, -7.97626
1560.48, -7.93575
1560.48, -7.89552
1560.48, -7.85559
1560.48, -7.81594
1560.48, -7.77657
1560.48, -7.73749
1560.47, -7.69868
1560.47, -7.66014
1560.47, -7.62188
1560.47, -7.58389
1560.47, -7.54617
1560.47, -7.50872
1560.47, -7.47153
1560.47, -7.43459
1560.46, -7.39792
1560.46, -7.36151
1560.46, -7.32535
1560.46, -7.28944
1560.46, -7.25379
1560.46, -7.21838
1560.46, -7.18322
1560.46, -7.1483
1560.46, -7.11363
1560.45, -7.0792
1560.45, -7.045
1560.45, -7.01105
1560.45, -6.97733
1560.45, -6.94384
1560.45, -6.91058
1560.45, -6.87755
1560.45, -6.84475
1560.44, -6.81218
1560.44, -6.77983
1560.44, -6.74771
1560.44, -6.7158
1560.44, -6.68412
1560.44, -6.65265
1560.44, -6.6214
1560.44, -6.59037
1560.43, -6.55955
1560.43, -6.52894
1560.43, -6.49854
1560.43, -6.46835
1560.43, -6.43837
1560.43, -6.40859
1560.43, -6.37902
1560.43, -6.34965
1560.43, -6.32048
1560.42, -6.29152
1560.42, -6.26275
1560.42, -6.23418
1560.42, -6.20581
1560.42, -6.17763
1560.42, -6.14965
1560.42, -6.12186
1560.42, -6.09426
1560.41, -6.06686
1560.41, -6.03964
1560.41, -6.01261
1560.41, -5.98576
1560.41, -5.95911
1560.41, -5.93263
1560.41, -5.90634
1560.41, -5.88024
1560.4, -5.85431
1560.4, -5.82856
1560.4, -5.803
1560.4, -5.77761
1560.4, -5.7524
1560.4, -5.72736
1560.4, -5.7025
1560.4, -5.67781
1560.4, -5.6533
1560.39, -5.62896
1560.39, -5.60479
1560.39, -5.58079
1560.39, -5.55696
1560.39, -5.53329
1560.39, -5.5098
1560.39, -5.48647
1560.39, -5.46331
1560.38, -5.44031
1560.38, -5.41747
1560.38, -5.3948
1560.38, -5.37229
1560.38, -5.34994
1560.38, -5.32776
1560.38, -5.30573
1560.38, -5.28386
1560.37, -5.26215
1560.37, -5.24059
1560.37, -5.2192
1560.37, -5.19795
1560.37, -5.17687
1560.37, -5.15593
1560.37, -5.13515
1560.37, -5.11453
1560.37, -5.09405
1560.36, -5.07373
1560.36, -5.05356
1560.36, -5.03354
1560.36, -5.01366
1560.36, -4.99394
1560.36, -4.97436
1560.36, -4.95493
1560.36, -4.93565
1560.35, -4.91651
1560.35, -4.89752
1560.35, -4.87867
1560.35, -4.85997
1560.35, -4.84141
1560.35, -4.82299
1560.35, -4.80472
1560.35, -4.78659
1560.35, -4.76859
1560.34, -4.75074
1560.34, -4.73303
1560.34, -4.71546
1560.34, -4.69802
1560.34, -4.68073
1560.34, -4.66357
1560.34, -4.64655
1560.34, -4.62966
1560.33, -4.61291
1560.33, -4.5963
1560.33, -4.57982
1560.33, -4.56348
1560.33, -4.54727
1560.33, -4.53119
1560.33, -4.51525
1560.33, -4.49944
1560.32, -4.48376
1560.32, -4.46821
1560.32, -4.45279
1560.32, -4.43751
1560.32, -4.42235
1560.32, -4.40733
1560.32, -4.39243
1560.32, -4.37766
1560.32, -4.36302
1560.31, -4.34851
1560.31, -4.33412
1560.31, -4.31987
1560.31, -4.30574
1560.31, -4.29173
1560.31, -4.27785
1560.31, -4.2641
1560.31, -4.25047
1560.3, -4.23697
1560.3, -4.22359
1560.3, -4.21033
1560.3, -4.1972
1560.3, -4.18419
1560.3, -4.17131
1560.3, -4.15854
1560.3, -4.1459
1560.29, -4.13338
1560.29, -4.12098
1560.29, -4.10871
1560.29, -4.09655
1560.29, -4.08451
1560.29, -4.0726
1560.29, -4.0608
1560.29, -4.04912
1560.29, -4.03756
1560.28, -4.02612
1560.28, -4.0148
1560.28, -4.0036
1560.28, -3.99251
1560.28, -3.98154
1560.28, -3.97069
1560.28, -3.95996
1560.28, -3.94934
1560.27, -3.93884
1560.27, -3.92845
1560.27, -3.91818
1560.27, -3.90803
1560.27, -3.89799
1560.27, -3.88807
1560.27, -3.87826
1560.27, -3.86856
1560.27, -3.85898
1560.26, -3.84952
1560.26, -3.84017
1560.26, -3.83093
1560.26, -3.8218
1560.26, -3.81279
1560.26, -3.80389
1560.26, -3.7951
1560.26, -3.78642
1560.25, -3.77786
1560.25, -3.76941
1560.25, -3.76107
1560.25, -3.75284
1560.25, -3.74473
1560.25, -3.73672
1560.25, -3.72882
1560.25, -3.72104
1560.24, -3.71336
1560.24, -3.7058
1560.24, -3.69835
1560.24, -3.691
1560.24, -3.68377
1560.24, -3.67664
1560.24, -3.66963
1560.24, -3.66272
1560.24, -3.65592
1560.23, -3.64923
1560.23, -3.64265
1560.23, -3.63618
1560.23, -3.62982
1560.23, -3.62356
1560.23, -3.61741
1560.23, -3.61137
1560.23, -3.60544
1560.22, -3.59961
1560.22, -3.5939
1560.22, -3.58829
1560.22, -3.58278
1560.22, -3.57739
1560.22, -3.5721
1560.22, -3.56692
1560.22, -3.56184
1560.21, -3.55687
1560.21, -3.55201
1560.21, -3.54725
1560.21, -3.5426
1560.21, -3.53805
1560.21, -3.53361
1560.21, -3.52928
1560.21, -3.52505
1560.21, -3.52093
1560.2, -3.51691
1560.2, -3.513
1560.2, -3.50919
1560.2, -3.50549
1560.2, -3.5019
1560.2, -3.49841
1560.2, -3.49502
1560.2, -3.49174
1560.19, -3.48856
1560.19, -3.48549
1560.19, -3.48252
1560.19, -3.47966
1560.19, -3.4769
1560.19, -3.47425
1560.19, -3.4717
1560.19, -3.46925
1560.19, -3.46691
1560.18, -3.46467
1560.18, -3.46254
1560.18, -3.46051
1560.18, -3.45859
1560.18, -3.45677
1560.18, -3.45505
1560.18, -3.45344
1560.18, -3.45193
1560.17, -3.45052
1560.17, -3.44922
1560.17, -3.44802
1560.17, -3.44693
1560.17, -3.44594
1560.17, -3.44505
1560.17, -3.44427
1560.17, -3.44359
1560.16, -3.44301
1560.16, -3.44254
1560.16, -3.44217
1560.16, -3.4419
1560.16, -3.44174
1560.16, -3.44169
1560.16, -3.44173
1560.16, -3.44188
1560.16, -3.44213
1560.15, -3.44249
1560.15, -3.44295
1560.15, -3.44352
1560.15, -3.44418
1560.15, -3.44495
1560.15, -3.44583
1560.15, -3.44681
1560.15, -3.44789
1560.14, -3.44908
1560.14, -3.45037
1560.14, -3.45176
1560.14, -3.45326
1560.14, -3.45486
1560.14, -3.45656
1560.14, -3.45837
1560.14, -3.46029
1560.13, -3.4623
1560.13, -3.46442
1560.13, -3.46665
1560.13, -3.46898
1560.13, -3.47141
1560.13, -3.47395
1560.13, -3.47659
1560.13, -3.47934
1560.13, -3.48219
1560.12, -3.48515
1560.12, -3.48821
1560.12, -3.49137
1560.12, -3.49464
1560.12, -3.49802
1560.12, -3.5015
1560.12, -3.50508
1560.12, -3.50877
1560.11, -3.51257
1560.11, -3.51647
1560.11, -3.52048
1560.11, -3.52459
1560.11, -3.5288
1560.11, -3.53313
1560.11, -3.53756
1560.11, -3.54209
1560.11, -3.54673
1560.1, -3.55148
1560.1, -3.55633
1560.1, -3.56129
1560.1, -3.56636
1560.1, -3.57153
1560.1, -3.57681
1560.1, -3.58219
1560.1, -3.58769
1560.09, -3.59329
1560.09, -3.599
1560.09, -3.60481
1560.09, -3.61073
1560.09, -3.61676
1560.09, -3.6229
1560.09, -3.62915
1560.09, -3.6355
1560.08, -3.64197
1560.08, -3.64854
1560.08, -3.65522
1560.08, -3.66201
1560.08, -3.66891
1560.08, -3.67591
1560.08, -3.68303
1560.08, -3.69026
1560.08, -3.69759
1560.07, -3.70504
1560.07, -3.71259
1560.07, -3.72026
1560.07, -3.72804
1560.07, -3.73592
1560.07, -3.74392
1560.07, -3.75203
1560.07, -3.76025
1560.06, -3.76859
1560.06, -3.77703
1560.06, -3.78559
1560.06, -3.79425
1560.06, -3.80304
1560.06, -3.81193
1560.06, -3.82094
1560.06, -3.83006
1560.05, -3.83929
1560.05, -3.84864
1560.05, -3.8581
1560.05, -3.86767
1560.05, -3.87736
1560.05, -3.88716
1560.05, -3.89708
1560.05, -3.90711
1560.05, -3.91726
1560.04, -3.92753
1560.04, -3.93791
1560.04, -3.94841
1560.04, -3.95902
1560.04, -3.96975
1560.04, -3.9806
1560.04, -3.99156
1560.04, -4.00264
1560.03, -4.01384
1560.03, -4.02516
1560.03, -4.0366
1560.03, -4.04815
1560.03, -4.05983
1560.03, -4.07162
1560.03, -4.08354
1560.03, -4.09557
1560.03, -4.10772
1560.02, -4.12
1560.02, -4.1324
1560.02, -4.14492
1560.02, -4.15756
1560.02, -4.17032
1560.02, -4.1832
1560.02, -4.19621
1560.02, -4.20934
1560.01, -4.2226
1560.01, -4.23598
1560.01, -4.24948
1560.01, -4.26311
1560.01, -4.27687
1560.01, -4.29075
1560.01, -4.30475
1560.01, -4.31888
1560, -4.33314
1560, -4.34753
1560, -4.36204
1560, -4.37669
1560, -4.39146
1560, -4.40636
1560, -4.42139
1560, -4.43655
1560, -4.45184
1559.99, -4.46726
1559.99, -4.48281
1559.99, -4.49849
1559.99, -4.51431
1559.99, -4.53026
1559.99, -4.54634
1559.99, -4.56256
1559.99, -4.57891
1559.98, -4.59539
1559.98, -4.61201
1559.98, -4.62877
1559.98, -4.64566
1559.98, -4.66269
1559.98, -4.67985
1559.98, -4.69716
1559.98, -4.7146
1559.97, -4.73218
1559.97, -4.7499
1559.97, -4.76776
1559.97, -4.78577
1559.97, -4.80391
1559.97, -4.8222
1559.97, -4.84062
1559.97, -4.85919
1559.97, -4.87791
1559.96, -4.89677
1559.96, -4.91577
1559.96, -4.93492
1559.96, -4.95422
1559.96, -4.97366
1559.96, -4.99325
1559.96, -5.01299
1559.96, -5.03288
1559.95, -5.05292
1559.95, -5.07311
1559.95, -5.09345
1559.95, -5.11394
1559.95, -5.13458
1559.95, -5.15538
1559.95, -5.17633
1559.95, -5.19743
1559.95, -5.21869
1559.94, -5.24011
1559.94, -5.26168
1559.94, -5.28341
1559.94, -5.3053
1559.94, -5.32735
1559.94, -5.34956
1559.94, -5.37193
1559.94, -5.39446
1559.93, -5.41716
1559.93, -5.44002
1559.93, -5.46304
1559.93, -5.48623
1559.93, -5.50958
1559.93, -5.5331
1559.93, -5.55679
1559.93, -5.58065
1559.92, -5.60467
1559.92, -5.62887
1559.92, -5.65324
1559.92, -5.67778
1559.92, -5.7025
1559.92, -5.72739
1559.92, -5.75246
1559.92, -5.7777
1559.92, -5.80312
1559.91, -5.82872
1559.91, -5.8545
1559.91, -5.88046
1559.91, -5.9066
1559.91, -5.93292
1559.91, -5.95943
1559.91, -5.98613
1559.91, -6.01301
1559.9, -6.04008
1559.9, -6.06733
1559.9, -6.09478
1559.9, -6.12242
1559.9, -6.15025
1559.9, -6.17827
1559.9, -6.20649
1559.9, -6.2349
1559.89, -6.26352
1559.89, -6.29233
1559.89, -6.32134
1559.89, -6.35055
1559.89, -6.37997
1559.89, -6.40958
1559.89, -6.43941
1559.89, -6.46944
1559.89, -6.49968
1559.88, -6.53013
1559.88, -6.56079
1559.88, -6.59167
1559.88, -6.62275
1559.88, -6.65406
1559.88, -6.68558
1559.88, -6.71732
1559.88, -6.74928
1559.87, -6.78146
1559.87, -6.81387
1559.87, -6.8465
1559.87, -6.87936
1559.87, -6.91245
1559.87, -6.94577
1559.87, -6.97933
1559.87, -7.01311
1559.87, -7.04714
1559.86, -7.0814
1559.86, -7.1159
1559.86, -7.15064
1559.86, -7.18563
1559.86, -7.22086
1559.86, -7.25634
1559.86, -7.29207
1559.86, -7.32806
1559.85, -7.36429
1559.85, -7.40078
1559.85, -7.43754
1559.85, -7.47455
1559.85, -7.51182
1559.85, -7.54936
1559.85, -7.58717
1559.85, -7.62524
1559.84, -7.66359
1559.84, -7.70221
1559.84, -7.74111
1559.84, -7.78029
1559.84, -7.81975
1559.84, -7.85949
1559.84, -7.89953
1559.84, -7.93985
1559.84, -7.98046
1559.83, -8.02137
1559.83, -8.06258
1559.83, -8.10409
1559.83, -8.1459
1559.83, -8.18802
1559.83, -8.23044
1559.83, -8.27318
1559.83, -8.31624
1559.82, -8.35962
1559.82, -8.40331
1559.82, -8.44734
1559.82, -8.49169
1559.82, -8.53637
1559.82, -8.58139
1559.82, -8.62675
1559.82, -8.67245
1559.81, -8.7185
1559.81, -8.76489
1559.81, -8.81164
1559.81, -8.85875
1559.81, -8.90622
1559.81, -8.95406
1559.81, -9.00226
1559.81, -9.05084
1559.81, -9.0998
1559.8, -9.14913
1559.8, -9.19886
1559.8, -9.24897
1559.8, -9.29948
1559.8, -9.35039
1559.8, -9.40171
1559.8, -9.45343
1559.8, -9.50557
1559.79, -9.55813
1559.79, -9.61111
1559.79, -9.66453
1559.79, -9.71838
1559.79, -9.77266
1559.79, -9.8274
1559.79, -9.88259
1559.79, -9.93823
1559.79, -9.99434
1559.78, -10.0509
1559.78, -10.108
1559.78, -10.1655
1559.78, -10.2235
1559.78, -10.282
1559.78, -10.3411
1559.78, -10.4006
1559.78, -10.4606
1559.77, -10.5212
1559.77, -10.5823
1559.77, -10.6439
1559.77, -10.7061
1559.77, -10.7688
1559.77, -10.8321
1559.77, -10.896
1559.77, -10.9604
1559.76, -11.0255
1559.76, -11.0911
1559.76, -11.1573
1559.76, -11.2242
1559.76, -11.2916
1559.76, -11.3597
1559.76, -11.4285
1559.76, -11.4979
1559.76, -11.5679
1559.75, -11.6386
1559.75, -11.7101
1559.75, -11.7822
1559.75, -11.855
1559.75, -11.9286
1559.75, -12.0028
1559.75, -12.0779
1559.75, -12.1536
1559.74, -12.2302
1559.74, -12.3075
1559.74, -12.3857
1559.74, -12.4646
1559.74, -12.5444
1559.74, -12.625
1559.74, -12.7065
1559.74, -12.7889
1559.73, -12.8722
1559.73, -12.9563
1559.73, -13.0414
1559.73, -13.1275
1559.73, -13.2145
1559.73, -13.3025
1559.73, -13.3915
1559.73, -13.4815
1559.73, -13.5726
1559.72, -13.6648
1559.72, -13.758
1559.72, -13.8524
1559.72, -13.9479
1559.72, -14.0445
1559.72, -14.1424
1559.72, -14.2415
1559.72, -14.3418
1559.71, -14.4434
1559.71, -14.5463
1559.71, -14.6506
1559.71, -14.7562
1559.71, -14.8633
1559.71, -14.9717
1559.71, -15.0817
1559.71, -15.1932
1559.71, -15.3062
1559.7, -15.4208
1559.7, -15.5371
1559.7, -15.655
1559.7, -15.7747
1559.7, -15.8961
1559.7, -16.0194
1559.7, -16.1446
1559.7, -16.2717
1559.69, -16.4008
1559.69, -16.5319
1559.69, -16.6652
1559.69, -16.8006
1559.69, -16.9383
1559.69, -17.0783
1559.69, -17.2207
1559.69, -17.3656
1559.68, -17.5131
1559.68, -17.6632
1559.68, -17.8161
1559.68, -17.9718
1559.68, -18.1304
1559.68, -18.2921
1559.68, -18.457
1559.68, -18.6252
1559.68, -18.7968
1559.67, -18.972
1559.67, -19.1508
1559.67, -19.3336
1559.67, -19.5204
1559.67, -19.7114
1559.67, -19.9068
1559.67, -20.1068
1559.67, -20.3116
1559.66, -20.5215
1559.66, -20.7366
1559.66, -20.9574
1559.66, -21.184
1559.66, -21.4168
1559.66, -21.6561
1559.66, -21.9022
1559.66, -22.1557
1559.65, -22.4169
1559.65, -22.6863
1559.65, -22.9644
1559.65, -23.2518
1559.65, -23.5492
1559.65, -23.8572
1559.65, -24.1766
1559.65, -24.5084
1559.65, -24.8534
1559.64, -25.2127
1559.64, -25.5877
1559.64, -25.9796
1559.64, -26.3902
1559.64, -26.8213
1559.64, -27.2749
1559.64, -27.7535
1559.64, -28.2602
1559.63, -28.7983
1559.63, -29.3719
1559.63, -29.9861
1559.63, -30.6469
1559.63, -31.3621
1559.63, -32.1412
1559.63, -32.9968
1559.63, -33.9453
1559.63, -35.0091
1559.62, -36.2196
1559.62, -37.6231
1559.62, -39.2906
1559.62, -41.3395
1559.62, -43.9786
1559.62, -47.597
1559.62, -52.5117
1559.62, -53.313
1559.61, -48.3697
1559.61, -44.5242
1559.61, -41.749
1559.61, -39.6158
1559.61, -37.892
1559.61, -36.4484
1559.61, -35.208
1559.61, -34.1212
1559.6, -33.1543
1559.6, -32.2838
1559.6, -31.4923
1559.6, -30.7666
1559.6, -30.0968
1559.6, -29.4749
1559.6, -28.8945
1559.6, -28.3505
1559.6, -27.8386
1559.59, -27.3552
1559.59, -26.8973
1559.59, -26.4625
1559.59, -26.0484
1559.59, -25.6532
1559.59, -25.2753
1559.59, -24.9133
1559.59, -24.5658
1559.58, -24.2318
1559.58, -23.9102
1559.58, -23.6002
1559.58, -23.3009
1559.58, -23.0118
1559.58, -22.732
1559.58, -22.4611
1559.58, -22.1984
1559.57, -21.9435
1559.57, -21.6961
1559.57, -21.4555
1559.57, -21.2215
1559.57, -20.9938
1559.57, -20.772
1559.57, -20.5558
1559.57, -20.345
1559.57, -20.1392
1559.56, -19.9383
1559.56, -19.7421
1559.56, -19.5503
1559.56, -19.3627
1559.56, -19.1792
1559.56, -18.9996
1559.56, -18.8237
1559.56, -18.6514
1559.55, -18.4826
1559.55, -18.317
1559.55, -18.1547
1559.55, -17.9955
1559.55, -17.8392
1559.55, -17.6858
1559.55, -17.5351
1559.55, -17.3871
1559.55, -17.2417
1559.54, -17.0988
1559.54, -16.9583
1559.54, -16.8202
1559.54, -16.6843
1559.54, -16.5506
1559.54, -16.419
1559.54, -16.2895
1559.54, -16.162
1559.53, -16.0364
1559.53, -15.9128
1559.53, -15.7909
1559.53, -15.6709
1559.53, -15.5526
1559.53, -15.4359
1559.53, -15.321
1559.53, -15.2076
1559.52, -15.0958
1559.52, -14.9855
1559.52, -14.8767
1559.52, -14.7693
1559.52, -14.6634
1559.52, -14.5588
1559.52, -14.4556
1559.52, -14.3537
1559.52, -14.2531
1559.51, -14.1537
1559.51, -14.0556
1559.51, -13.9586
1559.51, -13.8629
1559.51, -13.7682
1559.51, -13.6747
1559.51, -13.5823
1559.51, -13.491
1559.5, -13.4007
1559.5, -13.3115
1559.5, -13.2232
1559.5, -13.136
1559.5, -13.0497
1559.5, -12.9643
1559.5, -12.8799
1559.5, -12.7965
1559.5, -12.7139
1559.49, -12.6322
1559.49, -12.5513
1559.49, -12.4713
1559.49, -12.3921
1559.49, -12.3138
1559.49, -12.2363
1559.49, -12.1595
1559.49, -12.0835
1559.48, -12.0083
1559.48, -11.9338
1559.48, -11.8601
1559.48, -11.7871
1559.48, -11.7147
1559.48, -11.6431
1559.48, -11.5722
1559.48, -11.502
1559.47, -11.4324
1559.47, -11.3635
1559.47, -11.2952
1559.47, -11.2276
1559.47, -11.1605
1559.47, -11.0941
1559.47, -11.0283
1559.47, -10.9631
1559.47, -10.8985
1559.46, -10.8345
1559.46, -10.771
1559.46, -10.7081
1559.46, -10.6458
1559.46, -10.584
1559.46, -10.5227
1559.46, -10.462
1559.46, -10.4018
1559.45, -10.3421
1559.45, -10.2829
1559.45, -10.2243
1559.45, -10.1661
1559.45, -10.1084
1559.45, -10.0512
1559.45, -9.99446
1559.45, -9.93821
1559.44, -9.88241
1559.44, -9.82708
1559.44, -9.7722
1559.44, -9.71776
1559.44, -9.66377
1559.44, -9.61021
1559.44, -9.55708
1559.44, -9.50438
1559.44, -9.4521
1559.43, -9.40024
1559.43, -9.34878
1559.43, -9.29773
1559.43, -9.24709
1559.43, -9.19683
1559.43, -9.14697
1559.43, -9.0975
1559.43, -9.04841
1559.42, -8.9997
1559.42, -8.95136
1559.42, -8.90339
1559.42, -8.85579
1559.42, -8.80855
1559.42, -8.76167
1559.42, -8.71514
1559.42, -8.66897
1559.42, -8.62314
1559.41, -8.57765
1559.41, -8.5325
1559.41, -8.48769
1559.41, -8.44321
1559.41, -8.39907
1559.41, -8.35524
1559.41, -8.31174
1559.41, -8.26856
1559.4, -8.2257
1559.4, -8.18315
1559.4, -8.14091
1559.4, -8.09897
1559.4, -8.05734
1559.4, -8.01602
1559.4, -7.97499
1559.4, -7.93425
1559.39, -7.89381
1559.39, -7.85366
1559.39, -7.8138
1559.39, -7.77422
1559.39, -7.73492
1559.39, -7.69591
1559.39, -7.65717
1559.39, -7.6187
1559.39, -7.58051
1559.38, -7.54259
1559.38, -7.50494
1559.38, -7.46755
1559.38, -7.43042
1559.38, -7.39356
1559.38, -7.35695
1559.38, -7.3206
1559.38, -7.28451
1559.37, -7.24866
1559.37, -7.21307
1559.37, -7.17772
1559.37, -7.14263
1559.37, -7.10777
1559.37, -7.07316
1559.37, -7.03879
1559.37, -7.00465
1559.36, -6.97076
1559.36, -6.93709
1559.36, -6.90366
1559.36, -6.87047
1559.36, -6.8375
1559.36, -6.80476
1559.36, -6.77224
1559.36, -6.73995
1559.36, -6.70788
1559.35, -6.67603
1559.35, -6.6444
1559.35, -6.61299
1559.35, -6.5818
1559.35, -6.55082
1559.35, -6.52005
1559.35, -6.4895
1559.35, -6.45915
1559.34, -6.42902
1559.34, -6.39909
1559.34, -6.36936
1559.34, -6.33984
1559.34, -6.31053
1559.34, -6.28141
1559.34, -6.2525
1559.34, -6.22378
1559.34, -6.19527
1559.33, -6.16694
1559.33, -6.13882
1559.33, -6.11089
1559.33, -6.08315
1559.33, -6.0556
1559.33, -6.02824
1559.33, -6.00107
1559.33, -5.97409
1559.32, -5.94729
1559.32, -5.92068
1559.32, -5.89426
1559.32, -5.86801
1559.32, -5.84195
1559.32, -5.81608
1559.32, -5.79038
1559.32, -5.76486
1559.31, -5.73951
1559.31, -5.71435
1559.31, -5.68936
1559.31, -5.66454
1559.31, -5.6399
1559.31, -5.61543
1559.31, -5.59114
1559.31, -5.56701
1559.31, -5.54305
1559.3, -5.51927
1559.3, -5.49565
1559.3, -5.4722
1559.3, -5.44891
1559.3, -5.42579
1559.3, -5.40284
1559.3, -5.38004
1559.3, -5.35742
1559.29, -5.33495
1559.29, -5.31264
1559.29, -5.2905
1559.29, -5.26851
1559.29, -5.24668
1559.29, -5.22501
1559.29, -5.2035
1559.29, -5.18214
1559.29, -5.16094
1559.28, -5.1399
1559.28, -5.119
1559.28, -5.09827
1559.28, -5.07768
1559.28, -5.05725
1559.28, -5.03696
1559.28, -5.01683
1559.28, -4.99685
1559.27, -4.97701
1559.27, -4.95733
1559.27, -4.93779
1559.27, -4.9184
1559.27, -4.89915
1559.27, -4.88005
1559.27, -4.8611
1559.27, -4.84229
1559.26, -4.82363
1559.26, -4.8051
1559.26, -4.78672
1559.26, -4.76849
1559.26, -4.75039
1559.26, -4.73244
1559.26, -4.71462
1559.26, -4.69695
1559.26, -4.67941
1559.25, -4.66201
1559.25, -4.64475
1559.25, -4.62763
1559.25, -4.61065
1559.25, -4.5938
1559.25, -4.57709
1559.25, -4.56051
1559.25, -4.54407
1559.24, -4.52776
1559.24, -4.51159
1559.24, -4.49554
1559.24, -4.47964
1559.24, -4.46386
1559.24, -4.44822
1559.24, -4.4327
1559.24, -4.41732
1559.23, -4.40207
1559.23, -4.38695
