

wavelength(nm), Y
1567.31, -8.96456
1567.31, -8.92035
1567.31, -8.87647
1567.31, -8.83291
1567.31, -8.78966
1567.31, -8.74674
1567.31, -8.70413
1567.31, -8.66183
1567.3, -8.61983
1567.3, -8.57815
1567.3, -8.53676
1567.3, -8.49567
1567.3, -8.45488
1567.3, -8.41438
1567.3, -8.37417
1567.3, -8.33424
1567.29, -8.29461
1567.29, -8.25525
1567.29, -8.21618
1567.29, -8.17738
1567.29, -8.13886
1567.29, -8.10061
1567.29, -8.06263
1567.29, -8.02492
1567.29, -7.98747
1567.28, -7.95029
1567.28, -7.91337
1567.28, -7.87671
1567.28, -7.8403
1567.28, -7.80415
1567.28, -7.76825
1567.28, -7.7326
1567.28, -7.6972
1567.27, -7.66205
1567.27, -7.62714
1567.27, -7.59247
1567.27, -7.55804
1567.27, -7.52385
1567.27, -7.4899
1567.27, -7.45619
1567.27, -7.4227
1567.26, -7.38945
1567.26, -7.35643
1567.26, -7.32363
1567.26, -7.29106
1567.26, -7.25872
1567.26, -7.2266
1567.26, -7.19469
1567.26, -7.16301
1567.26, -7.13155
1567.25, -7.1003
1567.25, -7.06927
1567.25, -7.03845
1567.25, -7.00784
1567.25, -6.97745
1567.25, -6.94726
1567.25, -6.91728
1567.25, -6.8875
1567.24, -6.85793
1567.24, -6.82856
1567.24, -6.7994
1567.24, -6.77043
1567.24, -6.74166
1567.24, -6.7131
1567.24, -6.68472
1567.24, -6.65655
1567.23, -6.62857
1567.23, -6.60078
1567.23, -6.57318
1567.23, -6.54577
1567.23, -6.51855
1567.23, -6.49152
1567.23, -6.46467
1567.23, -6.43802
1567.23, -6.41154
1567.22, -6.38525
1567.22, -6.35914
1567.22, -6.33321
1567.22, -6.30747
1567.22, -6.2819
1567.22, -6.25651
1567.22, -6.2313
1567.22, -6.20626
1567.21, -6.1814
1567.21, -6.15671
1567.21, -6.13219
1567.21, -6.10785
1567.21, -6.08368
1567.21, -6.05967
1567.21, -6.03584
1567.21, -6.01217
1567.2, -5.98868
1567.2, -5.96535
1567.2, -5.94218
1567.2, -5.91918
1567.2, -5.89634
1567.2, -5.87367
1567.2, -5.85115
1567.2, -5.8288
1567.19, -5.80661
1567.19, -5.78458
1567.19, -5.76271
1567.19, -5.741
1567.19, -5.71944
1567.19, -5.69804
1567.19, -5.67679
1567.19, -5.6557
1567.19, -5.63477
1567.18, -5.61398
1567.18, -5.59335
1567.18, -5.57288
1567.18, -5.55255
1567.18, -5.53237
1567.18, -5.51235
1567.18, -5.49247
1567.18, -5.47274
1567.17, -5.45316
1567.17, -5.43373
1567.17, -5.41444
1567.17, -5.3953
1567.17, -5.37631
1567.17, -5.35746
1567.17, -5.33875
1567.17, -5.32019
1567.16, -5.30176
1567.16, -5.28349
1567.16, -5.26535
1567.16, -5.24735
1567.16, -5.2295
1567.16, -5.21178
1567.16, -5.1942
1567.16, -5.17677
1567.16, -5.15947
1567.15, -5.1423
1567.15, -5.12528
1567.15, -5.10839
1567.15, -5.09164
1567.15, -5.07502
1567.15, -5.05854
1567.15, -5.04219
1567.15, -5.02597
1567.14, -5.00989
1567.14, -4.99395
1567.14, -4.97813
1567.14, -4.96245
1567.14, -4.9469
1567.14, -4.93148
1567.14, -4.91619
1567.14, -4.90103
1567.13, -4.886
1567.13, -4.87109
1567.13, -4.85632
1567.13, -4.84168
1567.13, -4.82716
1567.13, -4.81277
1567.13, -4.79851
1567.13, -4.78438
1567.13, -4.77037
1567.12, -4.75649
1567.12, -4.74273
1567.12, -4.7291
1567.12, -4.71559
1567.12, -4.70221
1567.12, -4.68895
1567.12, -4.67581
1567.12, -4.6628
1567.11, -4.64991
1567.11, -4.63714
1567.11, -4.6245
1567.11, -4.61198
1567.11, -4.59957
1567.11, -4.58729
1567.11, -4.57513
1567.11, -4.56309
1567.1, -4.55117
1567.1, -4.53937
1567.1, -4.52769
1567.1, -4.51613
1567.1, -4.50469
1567.1, -4.49336
1567.1, -4.48215
1567.1, -4.47107
1567.09, -4.46009
1567.09, -4.44924
1567.09, -4.4385
1567.09, -4.42788
1567.09, -4.41738
1567.09, -4.40699
1567.09, -4.39672
1567.09, -4.38656
1567.09, -4.37652
1567.08, -4.36659
1567.08, -4.35678
1567.08, -4.34709
1567.08, -4.3375
1567.08, -4.32803
1567.08, -4.31868
1567.08, -4.30944
1567.08, -4.30031
1567.07, -4.29129
1567.07, -4.28239
1567.07, -4.2736
1567.07, -4.26492
1567.07, -4.25636
1567.07, -4.2479
1567.07, -4.23956
1567.07, -4.23133
1567.06, -4.22321
1567.06, -4.2152
1567.06, -4.20731
1567.06, -4.19952
1567.06, -4.19184
1567.06, -4.18428
1567.06, -4.17682
1567.06, -4.16947
1567.06, -4.16224
1567.05, -4.15511
1567.05, -4.14809
1567.05, -4.14118
1567.05, -4.13438
1567.05, -4.12769
1567.05, -4.12111
1567.05, -4.11464
1567.05, -4.10827
1567.04, -4.10201
1567.04, -4.09586
1567.04, -4.08982
1567.04, -4.08389
1567.04, -4.07806
1567.04, -4.07234
1567.04, -4.06673
1567.04, -4.06123
1567.03, -4.05583
1567.03, -4.05054
1567.03, -4.04536
1567.03, -4.04028
1567.03, -4.03531
1567.03, -4.03045
1567.03, -4.02569
1567.03, -4.02104
1567.03, -4.01649
1567.02, -4.01205
1567.02, -4.00772
1567.02, -4.00349
1567.02, -3.99937
1567.02, -3.99535
1567.02, -3.99144
1567.02, -3.98763
1567.02, -3.98393
1567.01, -3.98034
1567.01, -3.97685
1567.01, -3.97346
1567.01, -3.97018
1567.01, -3.967
1567.01, -3.96393
1567.01, -3.96097
1567.01, -3.9581
1567, -3.95535
1567, -3.95269
1567, -3.95015
1567, -3.9477
1567, -3.94536
1567, -3.94313
1567, -3.94099
1567, -3.93897
1566.99, -3.93704
1566.99, -3.93523
1566.99, -3.93351
1566.99, -3.9319
1566.99, -3.93039
1566.99, -3.92899
1566.99, -3.92769
1566.99, -3.92649
1566.99, -3.9254
1566.98, -3.92441
1566.98, -3.92353
1566.98, -3.92275
1566.98, -3.92207
1566.98, -3.9215
1566.98, -3.92103
1566.98, -3.92066
1566.98, -3.9204
1566.97, -3.92024
1566.97, -3.92019
1566.97, -3.92024
1566.97, -3.92039
1566.97, -3.92065
1566.97, -3.92101
1566.97, -3.92147
1566.97, -3.92204
1566.96, -3.92271
1566.96, -3.92348
1566.96, -3.92436
1566.96, -3.92535
1566.96, -3.92643
1566.96, -3.92762
1566.96, -3.92892
1566.96, -3.93031
1566.96, -3.93182
1566.95, -3.93342
1566.95, -3.93513
1566.95, -3.93694
1566.95, -3.93886
1566.95, -3.94088
1566.95, -3.94301
1566.95, -3.94524
1566.95, -3.94758
1566.94, -3.95001
1566.94, -3.95256
1566.94, -3.95521
1566.94, -3.95796
1566.94, -3.96082
1566.94, -3.96378
1566.94, -3.96684
1566.94, -3.97002
1566.93, -3.97329
1566.93, -3.97667
1566.93, -3.98016
1566.93, -3.98375
1566.93, -3.98745
1566.93, -3.99125
1566.93, -3.99516
1566.93, -3.99917
1566.93, -4.00329
1566.92, -4.00752
1566.92, -4.01185
1566.92, -4.01628
1566.92, -4.02083
1566.92, -4.02547
1566.92, -4.03023
1566.92, -4.03509
1566.92, -4.04006
1566.91, -4.04513
1566.91, -4.05031
1566.91, -4.0556
1566.91, -4.061
1566.91, -4.0665
1566.91, -4.07211
1566.91, -4.07783
1566.91, -4.08365
1566.9, -4.08958
1566.9, -4.09562
1566.9, -4.10177
1566.9, -4.10803
1566.9, -4.11439
1566.9, -4.12087
1566.9, -4.12745
1566.9, -4.13414
1566.89, -4.14094
1566.89, -4.14785
1566.89, -4.15487
1566.89, -4.16199
1566.89, -4.16923
1566.89, -4.17658
1566.89, -4.18404
1566.89, -4.1916
1566.89, -4.19928
1566.88, -4.20707
1566.88, -4.21497
1566.88, -4.22298
1566.88, -4.2311
1566.88, -4.23934
1566.88, -4.24768
1566.88, -4.25614
1566.88, -4.26471
1566.87, -4.27339
1566.87, -4.28219
1566.87, -4.29109
1566.87, -4.30011
1566.87, -4.30925
1566.87, -4.31849
1566.87, -4.32785
1566.87, -4.33733
1566.86, -4.34692
1566.86, -4.35662
1566.86, -4.36644
1566.86, -4.37637
1566.86, -4.38642
1566.86, -4.39658
1566.86, -4.40686
1566.86, -4.41726
1566.86, -4.42777
1566.85, -4.4384
1566.85, -4.44915
1566.85, -4.46001
1566.85, -4.47099
1566.85, -4.48209
1566.85, -4.49331
1566.85, -4.50464
1566.85, -4.5161
1566.84, -4.52767
1566.84, -4.53936
1566.84, -4.55117
1566.84, -4.56311
1566.84, -4.57516
1566.84, -4.58733
1566.84, -4.59963
1566.84, -4.61204
1566.83, -4.62458
1566.83, -4.63724
1566.83, -4.65002
1566.83, -4.66293
1566.83, -4.67595
1566.83, -4.68911
1566.83, -4.70238
1566.83, -4.71578
1566.83, -4.72931
1566.82, -4.74296
1566.82, -4.75673
1566.82, -4.77063
1566.82, -4.78466
1566.82, -4.79881
1566.82, -4.8131
1566.82, -4.8275
1566.82, -4.84204
1566.81, -4.85671
1566.81, -4.8715
1566.81, -4.88642
1566.81, -4.90148
1566.81, -4.91666
1566.81, -4.93198
1566.81, -4.94742
1566.81, -4.963
1566.8, -4.97871
1566.8, -4.99455
1566.8, -5.01052
1566.8, -5.02663
1566.8, -5.04287
1566.8, -5.05925
1566.8, -5.07576
1566.8, -5.0924
1566.79, -5.10919
1566.79, -5.12611
1566.79, -5.14316
1566.79, -5.16036
1566.79, -5.17769
1566.79, -5.19516
1566.79, -5.21277
1566.79, -5.23052
1566.79, -5.24841
1566.78, -5.26644
1566.78, -5.28462
1566.78, -5.30293
1566.78, -5.32139
1566.78, -5.33999
1566.78, -5.35874
1566.78, -5.37763
1566.78, -5.39666
1566.77, -5.41585
1566.77, -5.43517
1566.77, -5.45465
1566.77, -5.47427
1566.77, -5.49405
1566.77, -5.51397
1566.77, -5.53404
1566.77, -5.55426
1566.76, -5.57463
1566.76, -5.59516
1566.76, -5.61584
1566.76, -5.63667
1566.76, -5.65765
1566.76, -5.67879
1566.76, -5.70009
1566.76, -5.72154
1566.76, -5.74315
1566.75, -5.76492
1566.75, -5.78685
1566.75, -5.80894
1566.75, -5.83118
1566.75, -5.85359
1566.75, -5.87616
1566.75, -5.8989
1566.75, -5.9218
1566.74, -5.94486
1566.74, -5.96809
1566.74, -5.99148
1566.74, -6.01504
1566.74, -6.03877
1566.74, -6.06267
1566.74, -6.08674
1566.74, -6.11099
1566.73, -6.1354
1566.73, -6.15998
1566.73, -6.18475
1566.73, -6.20968
1566.73, -6.23479
1566.73, -6.26008
1566.73, -6.28555
1566.73, -6.31119
1566.73, -6.33702
1566.72, -6.36303
1566.72, -6.38921
1566.72, -6.41559
1566.72, -6.44215
1566.72, -6.46889
1566.72, -6.49582
1566.72, -6.52294
1566.72, -6.55024
1566.71, -6.57774
1566.71, -6.60543
1566.71, -6.63331
1566.71, -6.66139
1566.71, -6.68966
1566.71, -6.71813
1566.71, -6.7468
1566.71, -6.77566
1566.7, -6.80473
1566.7, -6.834
1566.7, -6.86347
1566.7, -6.89315
1566.7, -6.92303
1566.7, -6.95312
1566.7, -6.98342
1566.7, -7.01393
1566.69, -7.04465
1566.69, -7.07558
1566.69, -7.10673
1566.69, -7.1381
1566.69, -7.16968
1566.69, -7.20148
1566.69, -7.23351
1566.69, -7.26576
1566.69, -7.29823
1566.68, -7.33093
1566.68, -7.36385
1566.68, -7.39701
1566.68, -7.4304
1566.68, -7.46402
1566.68, -7.49787
1566.68, -7.53197
1566.68, -7.5663
1566.67, -7.60087
1566.67, -7.63569
1566.67, -7.67074
1566.67, -7.70605
1566.67, -7.74161
1566.67, -7.77741
1566.67, -7.81347
1566.67, -7.84978
1566.66, -7.88635
1566.66, -7.92318
1566.66, -7.96027
1566.66, -7.99762
1566.66, -8.03524
1566.66, -8.07312
1566.66, -8.11128
1566.66, -8.14971
1566.66, -8.18842
1566.65, -8.2274
1566.65, -8.26666
1566.65, -8.30621
1566.65, -8.34604
1566.65, -8.38616
1566.65, -8.42657
1566.65, -8.46727
1566.65, -8.50827
1566.64, -8.54957
1566.64, -8.59117
1566.64, -8.63307
1566.64, -8.67528
1566.64, -8.71781
1566.64, -8.76064
1566.64, -8.8038
1566.64, -8.84727
1566.63, -8.89107
1566.63, -8.93519
1566.63, -8.97964
1566.63, -9.02443
1566.63, -9.06955
1566.63, -9.11502
1566.63, -9.16082
1566.63, -9.20698
1566.63, -9.25348
1566.62, -9.30034
1566.62, -9.34756
1566.62, -9.39514
1566.62, -9.44309
1566.62, -9.49141
1566.62, -9.5401
1566.62, -9.58917
1566.62, -9.63863
1566.61, -9.68847
1566.61, -9.73871
1566.61, -9.78934
1566.61, -9.84037
1566.61, -9.89181
1566.61, -9.94366
1566.61, -9.99593
1566.61, -10.0486
1566.6, -10.1017
1566.6, -10.1553
1566.6, -10.2093
1566.6, -10.2637
1566.6, -10.3186
1566.6, -10.3739
1566.6, -10.4297
1566.6, -10.4859
1566.6, -10.5426
1566.59, -10.5998
1566.59, -10.6575
1566.59, -10.7157
1566.59, -10.7743
1566.59, -10.8335
1566.59, -10.8932
1566.59, -10.9534
1566.59, -11.0141
1566.58, -11.0754
1566.58, -11.1372
1566.58, -11.1995
1566.58, -11.2624
1566.58, -11.3259
1566.58, -11.3899
1566.58, -11.4545
1566.58, -11.5197
1566.57, -11.5855
1566.57, -11.6519
1566.57, -11.7189
1566.57, -11.7866
1566.57, -11.8548
1566.57, -11.9238
1566.57, -11.9933
1566.57, -12.0636
1566.56, -12.1345
1566.56, -12.2061
1566.56, -12.2784
1566.56, -12.3514
1566.56, -12.4252
1566.56, -12.4997
1566.56, -12.5749
1566.56, -12.6509
1566.56, -12.7276
1566.55, -12.8052
1566.55, -12.8835
1566.55, -12.9627
1566.55, -13.0427
1566.55, -13.1236
1566.55, -13.2053
1566.55, -13.2879
1566.55, -13.3713
1566.54, -13.4557
1566.54, -13.5411
1566.54, -13.6274
1566.54, -13.7146
1566.54, -13.8028
1566.54, -13.8921
1566.54, -13.9824
1566.54, -14.0737
1566.53, -14.1661
1566.53, -14.2596
1566.53, -14.3542
1566.53, -14.4499
1566.53, -14.5469
1566.53, -14.645
1566.53, -14.7443
1566.53, -14.8449
1566.53, -14.9468
1566.52, -15.05
1566.52, -15.1545
1566.52, -15.2604
1566.52, -15.3677
1566.52, -15.4765
1566.52, -15.5867
1566.52, -15.6984
1566.52, -15.8117
1566.51, -15.9266
1566.51, -16.0431
1566.51, -16.1613
1566.51, -16.2813
1566.51, -16.403
1566.51, -16.5265
1566.51, -16.6519
1566.51, -16.7793
1566.5, -16.9086
1566.5, -17.04
1566.5, -17.1735
1566.5, -17.3092
1566.5, -17.4471
1566.5, -17.5873
1566.5, -17.7299
1566.5, -17.875
1566.5, -18.0227
1566.49, -18.1729
1566.49, -18.3259
1566.49, -18.4818
1566.49, -18.6405
1566.49, -18.8023
1566.49, -18.9672
1566.49, -19.1354
1566.49, -19.307
1566.48, -19.4821
1566.48, -19.6609
1566.48, -19.8435
1566.48, -20.03
1566.48, -20.2207
1566.48, -20.4158
1566.48, -20.6153
1566.48, -20.8196
1566.47, -21.0288
1566.47, -21.2432
1566.47, -21.463
1566.47, -21.6885
1566.47, -21.92
1566.47, -22.1578
1566.47, -22.4023
1566.47, -22.6538
1566.46, -22.9127
1566.46, -23.1794
1566.46, -23.4544
1566.46, -23.7383
1566.46, -24.0315
1566.46, -24.3346
1566.46, -24.6485
1566.46, -24.9736
1566.46, -25.311
1566.45, -25.6614
1566.45, -26.0258
1566.45, -26.4054
1566.45, -26.8012
1566.45, -27.2147
1566.45, -27.6473
1566.45, -28.1006
1566.45, -28.5764
1566.44, -29.0768
1566.44, -29.6039
1566.44, -30.16
1566.44, -30.7476
1566.44, -31.3692
1566.44, -32.0271
1566.44, -32.7231
1566.44, -33.4577
1566.43, -34.2292
1566.43, -35.0312
1566.43, -35.85
1566.43, -36.6595
1566.43, -37.4156
1566.43, -38.0528
1566.43, -38.4903
1566.43, -38.6548
1566.43, -38.5145
1566.42, -38.0967
1566.42, -37.4724
1566.42, -36.7232
1566.42, -35.916
1566.42, -35.0966
1566.42, -34.2924
1566.42, -33.5181
1566.42, -32.7803
1566.41, -32.081
1566.41, -31.4199
1566.41, -30.7953
1566.41, -30.2049
1566.41, -29.6462
1566.41, -29.1168
1566.41, -28.6142
1566.41, -28.1363
1566.4, -27.6811
1566.4, -27.2468
1566.4, -26.8317
1566.4, -26.4343
1566.4, -26.0534
1566.4, -25.6877
1566.4, -25.336
1566.4, -24.9975
1566.4, -24.6713
1566.39, -24.3564
1566.39, -24.0523
1566.39, -23.7582
1566.39, -23.4735
1566.39, -23.1976
1566.39, -22.9301
1566.39, -22.6705
1566.39, -22.4183
1566.38, -22.1732
1566.38, -21.9347
1566.38, -21.7026
1566.38, -21.4765
1566.38, -21.2561
1566.38, -21.0411
1566.38, -20.8314
1566.38, -20.6266
1566.37, -20.4266
1566.37, -20.2311
1566.37, -20.0399
1566.37, -19.8529
1566.37, -19.6698
1566.37, -19.4907
1566.37, -19.3151
1566.37, -19.1431
1566.37, -18.9746
1566.36, -18.8093
1566.36, -18.6471
1566.36, -18.488
1566.36, -18.3318
1566.36, -18.1785
1566.36, -18.0278
1566.36, -17.8799
1566.36, -17.7345
1566.35, -17.5915
1566.35, -17.451
1566.35, -17.3128
1566.35, -17.1768
1566.35, -17.043
1566.35, -16.9113
1566.35, -16.7817
1566.35, -16.6541
1566.34, -16.5284
1566.34, -16.4046
1566.34, -16.2826
1566.34, -16.1624
1566.34, -16.0439
1566.34, -15.9271
1566.34, -15.812
1566.34, -15.6984
1566.33, -15.5865
1566.33, -15.476
1566.33, -15.367
1566.33, -15.2595
1566.33, -15.1533
1566.33, -15.0486
1566.33, -14.9452
1566.33, -14.8431
1566.33, -14.7423
1566.32, -14.6427
1566.32, -14.5443
1566.32, -14.4472
1566.32, -14.3512
1566.32, -14.2564
1566.32, -14.1627
1566.32, -14.0701
1566.32, -13.9786
1566.31, -13.8881
1566.31, -13.7986
1566.31, -13.7102
1566.31, -13.6227
1566.31, -13.5363
1566.31, -13.4507
1566.31, -13.3661
1566.31, -13.2825
1566.3, -13.1997
1566.3, -13.1178
1566.3, -13.0367
1566.3, -12.9565
1566.3, -12.8772
1566.3, -12.7986
1566.3, -12.7209
1566.3, -12.644
1566.3, -12.5678
1566.29, -12.4924
1566.29, -12.4177
1566.29, -12.3438
1566.29, -12.2706
1566.29, -12.1981
1566.29, -12.1263
1566.29, -12.0552
1566.29, -11.9848
1566.28, -11.915
1566.28, -11.846
1566.28, -11.7775
1566.28, -11.7097
1566.28, -11.6425
1566.28, -11.5759
1566.28, -11.51
1566.28, -11.4446
1566.27, -11.3798
1566.27, -11.3156
1566.27, -11.252
1566.27, -11.1889
1566.27, -11.1264
1566.27, -11.0644
1566.27, -11.003
1566.27, -10.9421
1566.27, -10.8818
1566.26, -10.8219
1566.26, -10.7626
1566.26, -10.7038
1566.26, -10.6454
1566.26, -10.5876
1566.26, -10.5302
1566.26, -10.4734
1566.26, -10.417
1566.25, -10.361
1566.25, -10.3055
1566.25, -10.2505
1566.25, -10.1959
1566.25, -10.1418
1566.25, -10.0881
1566.25, -10.0348
1566.25, -9.98197
1566.24, -9.92954
1566.24, -9.87754
1566.24, -9.82594
1566.24, -9.77476
1566.24, -9.72397
1566.24, -9.67358
1566.24, -9.62359
1566.24, -9.57398
1566.24, -9.52475
1566.23, -9.47591
1566.23, -9.42744
1566.23, -9.37934
1566.23, -9.3316
1566.23, -9.28424
1566.23, -9.23722
1566.23, -9.19057
1566.23, -9.14427
1566.22, -9.09831
1566.22, -9.0527
1566.22, -9.00743
1566.22, -8.96249
1566.22, -8.91789
1566.22, -8.87362
1566.22, -8.82967
1566.22, -8.78605
1566.21, -8.74275
1566.21, -8.69977
1566.21, -8.6571
1566.21, -8.61474
1566.21, -8.57269
1566.21, -8.53094
1566.21, -8.4895
1566.21, -8.44835
1566.2, -8.4075
1566.2, -8.36695
1566.2, -8.32668
1566.2, -8.28671
1566.2, -8.24702
1566.2, -8.20761
1566.2, -8.16848
1566.2, -8.12963
1566.2, -8.09106
1566.19, -8.05276
1566.19, -8.01473
1566.19, -7.97696
1566.19, -7.93947
1566.19, -7.90224
1566.19, -7.86526
1566.19, -7.82855
1566.19, -7.7921
1566.18, -7.7559
1566.18, -7.71995
1566.18, -7.68426
1566.18, -7.64881
1566.18, -7.61361
1566.18, -7.57865
1566.18, -7.54394
1566.18, -7.50947
1566.17, -7.47523
1566.17, -7.44124
1566.17, -7.40747
1566.17, -7.37395
1566.17, -7.34065
1566.17, -7.30758
1566.17, -7.27474
1566.17, -7.24213
1566.17, -7.20974
1566.16, -7.17758
1566.16, -7.14564
1566.16, -7.11391
1566.16, -7.08241
1566.16, -7.05112
1566.16, -7.02005
1566.16, -6.98919
1566.16, -6.95854
1566.15, -6.9281
1566.15, -6.89787
1566.15, -6.86785
1566.15, -6.83804
1566.15, -6.80843
1566.15, -6.77902
1566.15, -6.74982
1566.15, -6.72081
1566.14, -6.69201
1566.14, -6.6634
1566.14, -6.63499
1566.14, -6.60678
1566.14, -6.57876
1566.14, -6.55093
1566.14, -6.5233
1566.14, -6.49585
1566.14, -6.4686
1566.13, -6.44153
1566.13, -6.41465
1566.13, -6.38796
1566.13, -6.36145
1566.13, -6.33512
1566.13, -6.30898
1566.13, -6.28301
1566.13, -6.25723
1566.12, -6.23163
1566.12, -6.2062
1566.12, -6.18096
1566.12, -6.15589
1566.12, -6.13099
1566.12, -6.10627
1566.12, -6.08172
1566.12, -6.05734
1566.11, -6.03314
1566.11, -6.0091
1566.11, -5.98523
1566.11, -5.96154
1566.11, -5.93801
1566.11, -5.91464
1566.11, -5.89145
1566.11, -5.86841
1566.11, -5.84554
1566.1, -5.82284
1566.1, -5.80029
1566.1, -5.77791
1566.1, -5.75569
1566.1, -5.73363
1566.1, -5.71172
1566.1, -5.68998
1566.1, -5.66839
1566.09, -5.64696
1566.09, -5.62568
1566.09, -5.60456
1566.09, -5.5836
1566.09, -5.56279
1566.09, -5.54213
1566.09, -5.52162
1566.09, -5.50126
1566.08, -5.48106
1566.08, -5.461
1566.08, -5.4411
1566.08, -5.42134
1566.08, -5.40173
1566.08, -5.38227
1566.08, -5.36295
1566.08, -5.34378
1566.07, -5.32476
1566.07, -5.30588
1566.07, -5.28714
1566.07, -5.26855
1566.07, -5.2501
1566.07, -5.2318
1566.07, -5.21363
1566.07, -5.19561
1566.07, -5.17772
1566.06, -5.15998
1566.06, -5.14238
1566.06, -5.12491
1566.06, -5.10758
1566.06, -5.09039
1566.06, -5.07334
1566.06, -5.05643
1566.06, -5.03965
1566.05, -5.023
1566.05, -5.00649
1566.05, -4.99012
1566.05, -4.97388
1566.05, -4.95777
1566.05, -4.9418
1566.05, -4.92596
1566.05, -4.91025
1566.04, -4.89467
1566.04, -4.87922
1566.04, -4.86391
1566.04, -4.84872
1566.04, -4.83367
1566.04, -4.81874
1566.04, -4.80394
1566.04, -4.78927
1566.04, -4.77473
1566.03, -4.76032
1566.03, -4.74603
1566.03, -4.73187
1566.03, -4.71784
1566.03, -4.70393
1566.03, -4.69015
1566.03, -4.67649
1566.03, -4.66296
1566.02, -4.64955
1566.02, -4.63627
1566.02, -4.62311
1566.02, -4.61007
1566.02, -4.59716
1566.02, -4.58436
1566.02, -4.5717
1566.02, -4.55915
1566.01, -4.54672
1566.01, -4.53442
1566.01, -4.52223
1566.01, -4.51017
1566.01, -4.49822
1566.01, -4.4864
1566.01, -4.47469
1566.01, -4.46311
1566.01, -4.45164
1566, -4.44029
1566, -4.42906
1566, -4.41795
1566, -4.40696
1566, -4.39608
1566, -4.38532
1566, -4.37467
1566, -4.36415
1565.99, -4.35373
1565.99, -4.34344
1565.99, -4.33326
1565.99, -4.32319
1565.99, -4.31324
1565.99, -4.30341
1565.99, -4.29369
1565.99, -4.28408
1565.98, -4.27459
1565.98, -4.26521
1565.98, -4.25595
1565.98, -4.2468
1565.98, -4.23776
1565.98, -4.22883
1565.98, -4.22002
1565.98, -4.21132
1565.98, -4.20273
1565.97, -4.19425
1565.97, -4.18589
1565.97, -4.17764
1565.97, -4.16949
1565.97, -4.16146
1565.97, -4.15354
1565.97, -4.14573
1565.97, -4.13803
1565.96, -4.13045
1565.96, -4.12297
1565.96, -4.1156
1565.96, -4.10834
1565.96, -4.10119
1565.96, -4.09415
1565.96, -4.08722
1565.96, -4.0804
1565.95, -4.07368
1565.95, -4.06708
1565.95, -4.06058
1565.95, -4.0542
1565.95, -4.04792
1565.95, -4.04175
1565.95, -4.03568
1565.95, -4.02973
1565.95, -4.02388
1565.94, -4.01814
1565.94, -4.01251
1565.94, -4.00698
1565.94, -4.00156
1565.94, -3.99625
1565.94, -3.99104
1565.94, -3.98594
1565.94, -3.98095
1565.93, -3.97607
1565.93, -3.97129
1565.93, -3.96661
1565.93, -3.96204
1565.93, -3.95758
1565.93, -3.95323
1565.93, -3.94898
1565.93, -3.94483
1565.92, -3.9408
1565.92, -3.93686
1565.92, -3.93303
1565.92, -3.92931
1565.92, -3.92569
1565.92, -3.92218
1565.92, -3.91877
1565.92, -3.91547
1565.91, -3.91227
1565.91, -3.90918
1565.91, -3.90619
1565.91, -3.90331
1565.91, -3.90053
1565.91, -3.89786
1565.91, -3.89529
1565.91, -3.89282
1565.91, -3.89046
1565.9, -3.8882
1565.9, -3.88605
1565.9, -3.884
1565.9, -3.88205
1565.9, -3.88021
1565.9, -3.87848
1565.9, -3.87684
1565.9, -3.87532
1565.89, -3.87389
1565.89, -3.87257
1565.89, -3.87135
1565.89, -3.87024
1565.89, -3.86923
1565.89, -3.86832
1565.89, -3.86752
1565.89, -3.86682
1565.88, -3.86623
1565.88, -3.86574
1565.88, -3.86535
1565.88, -3.86506
1565.88, -3.86488
1565.88, -3.86481
1565.88, -3.86484
1565.88, -3.86497
1565.88, -3.8652
1565.87, -3.86554
1565.87, -3.86598
1565.87, -3.86653
1565.87, -3.86718
1565.87, -3.86793
1565.87, -3.86879
1565.87, -3.86975
1565.87, -3.87081
1565.86, -3.87198
1565.86, -3.87325
1565.86, -3.87463
1565.86, -3.87611
1565.86, -3.87769
1565.86, -3.87938
1565.86, -3.88117
1565.86, -3.88307
1565.85, -3.88507
1565.85, -3.88717
1565.85, -3.88938
1565.85, -3.89169
1565.85, -3.89411
1565.85, -3.89663
1565.85, -3.89926
1565.85, -3.90199
1565.85, -3.90482
1565.84, -3.90776
1565.84, -3.91081
1565.84, -3.91396
1565.84, -3.91721
1565.84, -3.92057
1565.84, -3.92403
1565.84, -3.9276
1565.84, -3.93128
1565.83, -3.93506
1565.83, -3.93894
1565.83, -3.94293
1565.83, -3.94703
1565.83, -3.95123
1565.83, -3.95554
1565.83, -3.95996
1565.83, -3.96447
1565.82, -3.9691
1565.82, -3.97383
1565.82, -3.97867
1565.82, -3.98362
1565.82, -3.98867
1565.82, -3.99383
1565.82, -3.99909
1565.82, -4.00446
1565.82, -4.00994
1565.81, -4.01553
1565.81, -4.02122
1565.81, -4.02703
1565.81, -4.03294
1565.81, -4.03895
1565.81, -4.04508
1565.81, -4.05131
1565.81, -4.05765
1565.8, -4.0641
1565.8, -4.07066
1565.8, -4.07733
1565.8, -4.08411
1565.8, -4.09099
1565.8, -4.09799
1565.8, -4.10509
1565.8, -4.1123
1565.79, -4.11963
1565.79, -4.12706
1565.79, -4.13461
1565.79, -4.14226
1565.79, -4.15003
1565.79, -4.1579
1565.79, -4.16589
1565.79, -4.17399
1565.79, -4.1822
1565.78, -4.19052
1565.78, -4.19895
1565.78, -4.2075
1565.78, -4.21615
1565.78, -4.22492
1565.78, -4.23381
1565.78, -4.2428
