.HEADER
..NAMES
wavelength,transmission,transmission,angle,group delay,group velocity,dispersion,loss,gain
..UNITS
m,TE transmission,TE transmission,TE angle (rad),TE group delay (s),TE group velocity (m/s),TE dispersion (s/m),TE loss (dB),TE gain (dB)
..DATATYPES
double,complex,complex,double,double,double,double,double,double
..WAVEFORM_TYPES
,analog,analog,analog,analog,analog,analog,analog,analog
..AXIS_SPACING
linear
..FOLDER_NAME
input_1_mode_1
.DATA
1.503382610872045e-06,-0.03725734703790182,0.008537221398592075,442.7393108541685,5.786691778660037e-12,172810309974.9957,-1.915645695935492e-05,28.35351550523835,-28.35351550523835
1.503429698998424e-06,-0.03453639509923633,0.01678196585800276,442.5122429062684,5.785788617407214e-12,172837285653.9184,-1.920400826879938e-05,28.31385571914073,-28.31385571914073
1.503476790074633e-06,-0.03000939276108238,0.02423537592492018,442.2852104459357,5.784940818943299e-12,172862615417.847,-1.680282370924009e-05,28.27421265004682,-28.27421265004682
1.503523884100948e-06,-0.02389423635592614,0.03050668573143372,442.0582090379066,5.784258706570122e-12,172883000351.3047,-1.216542753519233e-05,28.23447936925882,-28.23447936925882
1.503570981077647e-06,-0.01649190121741893,0.03526291070163699,441.8312301134923,5.78383564528584e-12,172895645956.8587,-5.800310770420698e-06,28.19456761079255,-28.19456761079255
1.503618081005007e-06,-0.008171599003154001,0.03824598096310697,441.604261909632,5.783735203846599e-12,172898648495.3406,1.535045148419698e-06,28.15441974818382,-28.15441974818382
1.503665183883306e-06,0.0006473759952428651,0.03928621367694592,441.3772908684125,5.783981446130279e-12,172891287656.0213,8.920232486029771e-06,28.11401739079545,-28.11401739079545
1.50371228971282e-06,0.009516283972211085,0.03831158667384372,441.1503033381079,5.784553954563943e-12,172874176272.6601,1.538689331709964e-05,28.07338524530302,-28.07338524530302
1.503759398493827e-06,0.01797919466455962,0.0353524146379155,440.923287363288,5.785353365003478e-12,172850288808.4865,1.855192176372781e-05,28.03258946814006,-28.03258946814006
1.503806510226605e-06,0.02559587728849043,0.03054123447701063,440.6962370908698,5.786314709442834e-12,172821571278.8789,2.225921577271892e-05,27.99172492353324,-27.99172492353324
1.50385362491143e-06,0.03196473271536773,0.0241073233998704,440.4691456644682,5.787348297218875e-12,172790706320.6396,2.161620243001831e-05,27.95091625983034,-27.95091625983034
1.503900742548581e-06,0.03674378255156249,0.01636659590342367,440.2420142704152,5.788283071892891e-12,172762801607.935,1.806224298077779e-05,27.91029262069848,-27.91029262069848
1.503947863138335e-06,0.03966952869769306,0.007706519175117939,440.0148494777728,5.788990015434497e-12,172741704050.9344,1.194366575657147e-05,27.86997341402205,-27.86997341402205
1.50399498668097e-06,0.04057201853340728,-0.001433149120949937,439.7876625989152,5.789365397640499e-12,172730503486.1952,3.988416503529087e-06,27.83005214015333,-27.83005214015333
1.504042113176762e-06,0.03938516706375533,-0.0105829375089905,439.5604683442195,5.789346092604162e-12,172731079469.837,-4.807426778693874e-06,27.79058147688245,-27.79058147688245
1.50408924262599e-06,0.03615150233023053,-0.01926832121668635,439.333282980527,5.788920140959324e-12,172743789109.2211,-1.326812488932057e-05,27.75156458380269,-27.75156458380269
1.504136375028931e-06,0.03102089441673956,-0.02703498723362891,439.1061221568514,5.788131540752072e-12,172767324474.1198,-2.019484506448859e-05,27.71295222073608,-27.71295222073608
1.504183510385864e-06,0.02424327412967198,-0.03347312671180769,438.8789986868262,5.787077359483984e-12,172798795986.575,-2.453497691420232e-05,27.67464701416424,-27.67464701416424
1.504230648697065e-06,0.01615582240684205,-0.03823925107430994,438.6519206010755,5.785896972173825e-12,172834048862.1402,-2.554685809975904e-05,27.63651480882773,-27.63651480882773
1.504277789962812e-06,0.007165518245265345,-0.04107427094624732,438.4248897743173,5.78475429511384e-12,172868189206.3526,-2.293206891998163e-05,27.59840197530099,-27.59840197530099
1.504324934183384e-06,-0.002271795313717742,-0.04181693723646718,438.1979013721264,5.783815163925684e-12,172896258206.3677,-1.690889677507535e-05,27.56015651810049,-27.56015651810049
1.504372081359057e-06,-0.01167456250415101,-0.04041214108069854,437.9709442535321,5.783223058025122e-12,172913959908.9723,-8.208719268298779e-06,27.52165004489513,-27.52165004489513
1.504419231490111e-06,-0.02055966317755397,-0.0369139203086688,437.7440023230582,5.783076913630107e-12,172918329625.3773,2.009290271681774e-06,27.48279730577107,-27.48279730577107
1.504466384576822e-06,-0.02846647189310305,-0.03148326715329459,437.5170566746772,5.783414628101813e-12,172908232299.4733,1.231455913133518e-05,27.44357022984091,-27.44357022984091
1.50451354061947e-06,-0.03497988660092906,-0.02438096469064609,437.2900882385202,5.784205056247768e-12,172884603895.5443,2.120910095391909e-05,27.40400410379733,-27.40400410379733
1.50456069961833e-06,-0.0397514764878058,-0.0159557355590546,437.0630805530052,5.785350006676385e-12,172850389146.0299,2.734773522663651e-05,27.3641946307561,-27.3641946307561
1.504607861573683e-06,-0.04251790754791258,-0.00662803401898916,436.836022254862,5.786696235032861e-12,172810176892.6396,2.974178009035052e-05,27.32428600109546,-27.32428600109546
1.504655026485805e-06,-0.04311575504106907,0.00313007766796999,436.6089089099656,5.788055987847966e-12,172769579648.0721,2.79177851075733e-05,27.28445141283851,-27.28445141283851
1.504702194354975e-06,-0.04149176845812422,0.01281831435293258,436.3817438909674,5.789229476946514e-12,172734558887.6955,2.184039187255372e-05,27.24486858848333,-27.24486858848333
1.504749365181471e-06,-0.03770772037689319,0.02193384794152975,436.1545384442135,5.790047795298023e-12,172710145987.4095,1.285584114980875e-05,27.20569002714555,-27.20569002714555
1.504796538965571e-06,-0.03193902591725309,0.02999799602182557,435.927309199105,5.790387550783215e-12,172700012085.5018,1.548932698226813e-06,27.16703036933275,-27.16703036933275
1.504843715707553e-06,-0.02446705918165669,0.03658221594764051,435.7000770864781,5.790182639886825e-12,172706123829.5492,-1.023550888058074e-05,27.12893807905445,-27.12893807905445
1.504890895407696e-06,-0.01566515233256245,0.04133179537198466,435.4728639239,5.78945177322971e-12,172727926437.5215,-2.074641262156739e-05,27.09138943319446,-27.09138943319446
1.504938078066277e-06,-0.005979160110048584,0.04398550983174575,435.245689173695,5.788293246698091e-12,172762497921.2043,-2.836149835392103e-05,27.05428975841822,-27.05428975841822
1.504985263683575e-06,0.004096133323890637,0.04438994094803949,435.0185669386302,5.786872804572163e-12,172804904094.2991,-3.18449641148751e-05,27.01748550862319,-27.01748550862319
1.505032452259868e-06,0.01404313942547069,0.04250764190076637,434.79150367251,5.785400489813846e-12,172848880861.5178,-3.055639767671884e-05,26.98078578235741,-26.98078578235741
1.505079643795435e-06,0.02334841042892496,0.0384189148247989,434.5644969927786,5.784099684139909e-12,172887753428.9417,-2.457256071946769e-05,26.94399029003414,-26.94399029003414
1.505126838290554e-06,0.03152884361005726,0.03231747915903856,434.3375358210187,5.783173030459317e-12,172915455707.9848,-1.469731534227983e-05,26.90691960381156,-26.90691960381156
1.505174035745503e-06,0.03815589103430053,0.02450065850240861,434.110601870148,5.782770634681823e-12,172927488080.2914,-2.354659650916081e-06,26.86944300293981,-26.86944300293981
1.505221236160561e-06,0.04287686457626707,0.01535485989374216,433.8836722806146,5.782965695397386e-12,172921655197.7633,1.06194646773292e-05,26.83149948327953,-26.83149948327953
1.505268439536006e-06,0.0454326912964864,0.005337103785654777,433.6567230203097,5.783741564992052e-12,172898458335.8323,2.225364984630157e-05,26.79310849570455,-26.79310849570455
1.505315645872117e-06,0.04567159734071153,-0.005046717834728888,433.4297325362772,5.784992446673566e-12,172861072718.4287,3.07424307878326e-05,26.75436853846758,-26.75436853846758
1.505362855169173e-06,0.04355818811896892,-0.01526621132403667,433.2026850999206,5.78653782186461e-12,172814907771.1839,3.472654830510444e-05,26.71544358784956,-26.71544358784956
1.505410067427451e-06,0.03917732462573485,-0.02479273973914678,432.9755733263715,5.788148622505558e-12,172766814610.0787,3.351003259696217e-05,26.67653921597698,-26.67653921597698
1.505457282647231e-06,0.0327321830333755,-0.03312658737068994,432.7483994655502,5.789581394431805e-12,172724059283.7612,2.718127067768281e-05,26.637871843193,-26.637871843193
1.505504500828791e-06,0.02453603207585874,-0.0398237151218893,432.5211752402059,5.79061562515848e-12,172693209968.0907,1.662552188868169e-05,26.59963568392355,-26.59963568392355
1.50555172197241e-06,0.01499762400694873,-0.04452048460629044,432.2939202072876,5.791088049998078e-12,172679122017.5511,3.383931894551576e-06,26.56197219077866,-26.56197219077866
1.505598946078367e-06,0.004600646114708899,-0.0469545738840464,432.066658903452,5.790918630641227e-12,172684173925.1429,-1.055861640007583e-05,26.52494749854114,-26.52494749854114
1.50564617314694e-06,-0.006121678765478895,-0.04698043012789208,431.8394171674935,5.790104327227599e-12,172708459724.562,-2.392556976994349e-05,26.48854121337349,-26.48854121337349
1.505693403178409e-06,-0.01661511251962617,-0.04457802485814964,431.6122197746539,5.788782882325703e-12,172747885061.1581,-3.203200024428321e-05,26.45265117571574,-26.45265117571574
1.505740636173052e-06,-0.02633445447242249,-0.03985428410917391,431.3850817529354,5.787172068991481e-12,172795968061.5247,-3.617499261623199e-05,26.41709585848963,-26.41709585848963
1.505787872131147e-06,-0.03477221844324034,-0.03303721237293619,431.1580107855567,5.785496934730812e-12,172845999450.2664,-3.475128398348666e-05,26.38165571583633,-26.38165571583633
1.505835111052975e-06,-0.04148500267959866,-0.02446365856776703,430.9310042375581,5.784016690636216e-12,172890234154.9095,-2.791945864858172e-05,26.34610109752143,-26.34610109752143
1.505882352938813e-06,-0.04611583815383474,-0.01456173158761724,430.7040494478505,5.782963017167909e-12,172921735281.9472,-1.668848922079486e-05,26.3102278142013,-26.3102278142013
1.505929597788941e-06,-0.04841180232016721,-0.003829198715880112,430.4771255979219,5.782503454085901e-12,172935478195.5907,-2.766473520983425e-06,26.27388911519785,-26.27388911519785
1.505976845603637e-06,-0.04823652961874183,0.007190933873694067,430.2502068772443,5.782714574316153e-12,172929164521.0168,1.170273892311314e-05,26.23701898479719,-26.23701898479719
1.506024096383182e-06,-0.04557747353298965,0.01793666672557667,430.0232664574427,5.78504195867921e-12,172859593265.303,8.680690318750167e-05,26.19964301774754,-26.19964301774754
1.506071350127853e-06,-0.04054622226568356,0.02786007295118249,429.7961650708816,5.792909405577497e-12,172624829768.1275,0.000246175331624434,26.16152367342218,-26.16152367342218
1.506118606837931e-06,-0.03336737258185321,0.03645469426685354,429.5686071707183,5.799686475255164e-12,172423113605.6375,4.06504773057792e-05,26.12196316139061,-26.12196316139061
1.506165866513693e-06,-0.02439069617163667,0.04324101668344748,429.3409738825772,5.801604104491568e-12,172366121849.9563,4.050240046207092e-05,26.08237417944626,-26.08237417944626
1.50621312915542e-06,-0.01406316802101369,0.04784714720489481,429.113265476359,5.803351515901439e-12,172314221749.2695,3.344254126082053e-05,26.04302877646147,-26.04302877646147
1.50626039476339e-06,-0.002908750749475724,0.05001008613268874,428.8854950417912,5.804623440368099e-12,172276463800.4813,2.037816301607041e-05,26.00418070401724,-26.00418070401724
1.506307663337883e-06,0.008498077603567845,0.04959232922083121,428.6576868079682,5.805182908719818e-12,172259860838.8248,3.294267472028672e-06,25.9660209264799,-25.9660209264799
1.506354934879179e-06,0.01956288557603638,0.0465917713343567,428.4298724632572,5.804905409559361e-12,172268095592.6047,-1.503433592514413e-05,25.92864197653141,-25.92864197653141
1.506402209387556e-06,0.02970396752371565,0.04114363699991871,428.2020860090896,5.803805042380526e-12,172300756606.7094,-3.151738883562807e-05,25.89201760394257,-25.89201760394257
1.506449486863293e-06,0.03838467733797926,0.0335139499125939,427.9743580272269,5.802037166881057e-12,172353256492.0745,-4.326946272311121e-05,25.85600250415443,-25.85600250415443
1.506496767306671e-06,0.045142900311331,0.02408503415937168,427.7467103256199,5.799878005289302e-12,172417419657.4535,-4.806462294503761e-05,25.82035281535314,-25.82035281535314
1.506544050717968e-06,0.04961557443402505,0.01333442591096886,427.5191518065955,5.797681440700518e-12,172482743356.6569,-4.48460582286536e-05,25.7847633606217,-25.7847633606217
1.506591337097465e-06,0.05155691207991474,0.001809132394698249,427.2916765034189,5.795805109787042e-12,172538582829.7362,-3.451457793627929e-05,25.74891782279326,-25.74891782279326
1.50663862644544e-06,0.05084990877495128,-0.009902661627472513,427.0642652491305,5.794594716059282e-12,172574623248.2102,-1.667694900467108e-05,25.71253746530038,-25.71253746530038
1.506685918762173e-06,0.04751119677855149,-0.02120101089468927,426.8368849442891,5.794290586622069e-12,172583681306.7009,3.814620938784834e-06,25.67544364501758,-25.67544364501758
1.506733214047943e-06,0.04169014480308633,-0.03150289694611205,426.6094975597462,5.79495678844293e-12,172563840682.0103,2.435675222739298e-05,25.63757709429584,-25.63757709429584
1.506780512303031e-06,0.03366249684887233,-0.04027020163767716,426.3820649677337,5.796513994539217e-12,172517482221.5699,4.148894860400341e-05,25.59901596475237,-25.59901596475237
1.506827813527716e-06,0.02381887092930498,-0.04703611539030101,426.1545553651198,5.798730673226232e-12,172451534025.7442,5.223677292360816e-05,25.55996641602099,-25.55996641602099
1.506875117722278e-06,0.01264803497994048,-0.0514294522458263,425.9269487960122,5.80125836825502e-12,172376394313.3589,5.463295699319071e-05,25.52073119017798,-25.52073119017798
1.506922424886996e-06,0.0007147954645025707,-0.0531958497051551,425.6992408060357,5.803687946136215e-12,172304232977.5409,4.808225576012812e-05,25.48166092635634,-25.48166092635634
1.50696973502215e-06,-0.01136736658962684,-0.05221433792593033,425.4714435503371,5.805617816593062e-12,172246956584.3441,3.350200848037925e-05,25.44309606228877,-25.44309606228877
1.50701704812802e-06,-0.02296809232110955,-0.04850747160161723,425.2435840935476,5.806722717938284e-12,172214181488.4277,1.320456043164607e-05,25.40530904316198,-25.40530904316198
1.507064364204885e-06,-0.03347466237980223,-0.04224336279783853,425.0157001191344,5.806811083762814e-12,172211560799.047,-9.468719605936791e-06,25.36845682481776,-25.36845682481776
1.507111683253026e-06,-0.0423267241440452,-0.03372862004540178,424.7878337269106,5.805860560565125e-12,172239754911.1415,-3.070569042962473e-05,25.33255216839476,-25.33255216839476
1.507159005272723e-06,-0.04904832320995533,-0.02339227092526355,424.5600243547687,5.804024830346392e-12,172294231887.4123,-4.687841162291408e-05,25.2974591425569,-25.2974591425569
1.507206330264255e-06,-0.05327452993575978,-0.01176193016788436,424.3323020407159,5.801609937977474e-12,172365948536.7978,-5.517701929224708e-05,25.26291407822725,-25.26291407822725
1.507253658227902e-06,-0.05477071491235625,0.0005655842602651649,424.1046822025655,5.799024374672832e-12,172442799924.6714,-5.40845637505468e-05,25.22856872218104,-25.22856872218104
1.507300989163944e-06,-0.05344362245778304,0.01295656664466899,423.8771628176948,5.796708944939317e-12,172511680247.984,-4.375577500710631e-05,25.19404799562748,-25.19404799562748
1.507348323072661e-06,-0.04934445017246907,0.02477321215068756,423.649724707163,5.795062912772511e-12,172560680539.976,-2.579459847387882e-05,25.15901434703181,-25.15901434703181
